recording_id,clip_idx,path,start,end,label_id,split,label_name,dataset,stft_path,mel_path,demon_path
Motorboat_21__18_07_13_lanchaMotora,1,/datasets/audio/shipsear/test/Motorboat_21__18_07_13_lanchaMotora.wav,13.706698,43.706698,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_21__18_07_13_lanchaMotora_c1.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_21__18_07_13_lanchaMotora_c1.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_21__18_07_13_lanchaMotora_c1.png
Motorboat_26__19_07_13_Lancha,0,/datasets/audio/shipsear/test/Motorboat_26__19_07_13_Lancha.wav,0.0,30.0,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_26__19_07_13_Lancha_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_26__19_07_13_Lancha_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_26__19_07_13_Lancha_c0.png
Motorboat_51__23_07_13_H3_lancha2_interf,0,/datasets/audio/shipsear/test/Motorboat_51__23_07_13_H3_lancha2_interf.wav,0.0,30.0,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c0.png
Motorboat_51__23_07_13_H3_lancha2_interf,1,/datasets/audio/shipsear/test/Motorboat_51__23_07_13_H3_lancha2_interf.wav,15.0,45.0,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c1.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c1.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c1.png
Motorboat_51__23_07_13_H3_lancha2_interf,2,/datasets/audio/shipsear/test/Motorboat_51__23_07_13_H3_lancha2_interf.wav,30.0,60.0,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c2.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c2.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c2.png
Motorboat_51__23_07_13_H3_lancha2_interf,3,/datasets/audio/shipsear/test/Motorboat_51__23_07_13_H3_lancha2_interf.wav,45.0,75.0,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c3.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c3.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c3.png
Motorboat_51__23_07_13_H3_lancha2_interf,4,/datasets/audio/shipsear/test/Motorboat_51__23_07_13_H3_lancha2_interf.wav,60.0,90.0,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c4.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c4.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c4.png
Motorboat_51__23_07_13_H3_lancha2_interf,5,/datasets/audio/shipsear/test/Motorboat_51__23_07_13_H3_lancha2_interf.wav,70.067186,100.067186,2,test,Motorboat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c5.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c5.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/2/Motorboat_51__23_07_13_H3_lancha2_interf_c5.png
Musselboat_46__23_07_13_H3_bateero1,0,/datasets/audio/shipsear/test/Musselboat_46__23_07_13_H3_bateero1.wav,0.0,30.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_46__23_07_13_H3_bateero1_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_46__23_07_13_H3_bateero1_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_46__23_07_13_H3_bateero1_c0.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,0,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,0.0,30.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c0.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,1,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,15.0,45.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c1.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c1.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c1.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,2,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,30.0,60.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c2.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c2.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c2.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,3,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,45.0,75.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c3.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c3.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c3.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,4,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,60.0,90.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c4.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c4.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c4.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,5,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,75.0,105.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c5.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c5.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c5.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,6,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,90.0,120.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c6.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c6.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c6.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,7,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,105.0,135.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c7.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c7.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c7.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,8,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,120.0,150.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c8.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c8.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c8.png
Musselboat_66__23_07_13_H3_Pesquerito2_Velero,9,/datasets/audio/shipsear/test/Musselboat_66__23_07_13_H3_Pesquerito2_Velero.wav,125.0,155.0,3,test,Mussel boat,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c9.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c9.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/3/Musselboat_66__23_07_13_H3_Pesquerito2_Velero_c9.png
Naturalambientnoise_81__25_09_13_H3_corriente,0,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,0.0,30.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c0.png
Naturalambientnoise_81__25_09_13_H3_corriente,1,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,15.0,45.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c1.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c1.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c1.png
Naturalambientnoise_81__25_09_13_H3_corriente,2,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,30.0,60.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c2.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c2.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c2.png
Naturalambientnoise_81__25_09_13_H3_corriente,3,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,45.0,75.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c3.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c3.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c3.png
Naturalambientnoise_81__25_09_13_H3_corriente,4,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,60.0,90.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c4.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c4.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c4.png
Naturalambientnoise_81__25_09_13_H3_corriente,5,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,75.0,105.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c5.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c5.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c5.png
Naturalambientnoise_81__25_09_13_H3_corriente,6,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,90.0,120.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c6.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c6.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c6.png
Naturalambientnoise_81__25_09_13_H3_corriente,7,/datasets/audio/shipsear/test/Naturalambientnoise_81__25_09_13_H3_corriente.wav,90.004551,120.004551,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c7.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c7.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_81__25_09_13_H3_corriente_c7.png
Naturalambientnoise_85__E__1L,0,/datasets/audio/shipsear/test/Naturalambientnoise_85__E__1L.wav,0.0,30.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c0.png
Naturalambientnoise_85__E__1L,1,/datasets/audio/shipsear/test/Naturalambientnoise_85__E__1L.wav,15.0,45.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c1.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c1.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c1.png
Naturalambientnoise_85__E__1L,2,/datasets/audio/shipsear/test/Naturalambientnoise_85__E__1L.wav,30.0,60.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c2.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c2.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c2.png
Naturalambientnoise_85__E__1L,3,/datasets/audio/shipsear/test/Naturalambientnoise_85__E__1L.wav,45.0,75.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c3.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c3.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c3.png
Naturalambientnoise_85__E__1L,4,/datasets/audio/shipsear/test/Naturalambientnoise_85__E__1L.wav,55.091213,85.091213,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c4.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c4.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_85__E__1L_c4.png
Naturalambientnoise_88__E__4L,0,/datasets/audio/shipsear/test/Naturalambientnoise_88__E__4L.wav,0.0,30.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c0.png
Naturalambientnoise_88__E__4L,1,/datasets/audio/shipsear/test/Naturalambientnoise_88__E__4L.wav,15.0,45.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c1.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c1.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c1.png
Naturalambientnoise_88__E__4L,2,/datasets/audio/shipsear/test/Naturalambientnoise_88__E__4L.wav,30.0,60.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c2.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c2.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c2.png
Naturalambientnoise_88__E__4L,3,/datasets/audio/shipsear/test/Naturalambientnoise_88__E__4L.wav,45.0,75.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c3.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c3.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c3.png
Naturalambientnoise_88__E__4L,4,/datasets/audio/shipsear/test/Naturalambientnoise_88__E__4L.wav,60.0,90.0,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c4.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c4.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c4.png
Naturalambientnoise_88__E__4L,5,/datasets/audio/shipsear/test/Naturalambientnoise_88__E__4L.wav,63.943964,93.943964,4,test,Natural ambient noise,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c5.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c5.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/4/Naturalambientnoise_88__E__4L_c5.png
Oceanliner_22,0,/datasets/audio/shipsear/test/Oceanliner_22.wav,0.0,30.0,5,test,Ocean liner,shipsear,outputs/spectrograms/stft/shipsear_clip30_ov0.5_d191918efe/test/5/Oceanliner_22_c0.png,outputs/spectrograms/mel/shipsear_clip30_ov0.5_d191918efe/test/5/Oceanliner_22_c0.png,outputs/spectrograms/demon/shipsear_clip30_ov0.5_d191918efe/test/5/Oceanliner_22_c0.png
