recording_id,clip_idx,path,start,end,label_id,split,label_name,dataset
0_100,6,/datasets/audio/deepship/test/0/0_100.wav,90.0,120.0,0,test,Cargo ship,deepship
0_100,7,/datasets/audio/deepship/test/0/0_100.wav,105.0,135.0,0,test,Cargo ship,deepship
0_100,8,/datasets/audio/deepship/test/0/0_100.wav,120.0,150.0,0,test,Cargo ship,deepship
0_100,9,/datasets/audio/deepship/test/0/0_100.wav,135.0,165.0,0,test,Cargo ship,deepship
0_100,10,/datasets/audio/deepship/test/0/0_100.wav,150.0,180.0,0,test,Cargo ship,deepship
0_100,11,/datasets/audio/deepship/test/0/0_100.wav,165.0,195.0,0,test,Cargo ship,deepship
0_100,12,/datasets/audio/deepship/test/0/0_100.wav,180.0,210.0,0,test,Cargo ship,deepship
0_100,13,/datasets/audio/deepship/test/0/0_100.wav,195.0,225.0,0,test,Cargo ship,deepship
0_100,14,/datasets/audio/deepship/test/0/0_100.wav,210.0,240.0,0,test,Cargo ship,deepship
0_100,15,/datasets/audio/deepship/test/0/0_100.wav,225.0,255.0,0,test,Cargo ship,deepship
0_100,16,/datasets/audio/deepship/test/0/0_100.wav,240.0,270.0,0,test,Cargo ship,deepship
0_100,17,/datasets/audio/deepship/test/0/0_100.wav,255.0,285.0,0,test,Cargo ship,deepship
0_100,18,/datasets/audio/deepship/test/0/0_100.wav,270.0,300.0,0,test,Cargo ship,deepship
0_100,19,/datasets/audio/deepship/test/0/0_100.wav,285.0,315.0,0,test,Cargo ship,deepship
0_100,20,/datasets/audio/deepship/test/0/0_100.wav,300.0,330.0,0,test,Cargo ship,deepship
0_100,21,/datasets/audio/deepship/test/0/0_100.wav,315.0,345.0,0,test,Cargo ship,deepship
0_100,22,/datasets/audio/deepship/test/0/0_100.wav,320.0,350.0,0,test,Cargo ship,deepship
0_104,0,/datasets/audio/deepship/test/0/0_104.wav,0.0,30.0,0,test,Cargo ship,deepship
0_104,1,/datasets/audio/deepship/test/0/0_104.wav,15.0,45.0,0,test,Cargo ship,deepship
0_104,2,/datasets/audio/deepship/test/0/0_104.wav,30.0,60.0,0,test,Cargo ship,deepship
0_104,3,/datasets/audio/deepship/test/0/0_104.wav,45.0,75.0,0,test,Cargo ship,deepship
0_104,4,/datasets/audio/deepship/test/0/0_104.wav,60.0,90.0,0,test,Cargo ship,deepship
0_104,5,/datasets/audio/deepship/test/0/0_104.wav,75.0,105.0,0,test,Cargo ship,deepship
0_104,6,/datasets/audio/deepship/test/0/0_104.wav,90.0,120.0,0,test,Cargo ship,deepship
0_104,7,/datasets/audio/deepship/test/0/0_104.wav,105.0,135.0,0,test,Cargo ship,deepship
0_104,8,/datasets/audio/deepship/test/0/0_104.wav,120.0,150.0,0,test,Cargo ship,deepship
0_104,9,/datasets/audio/deepship/test/0/0_104.wav,135.0,165.0,0,test,Cargo ship,deepship
0_104,10,/datasets/audio/deepship/test/0/0_104.wav,150.0,180.0,0,test,Cargo ship,deepship
0_104,11,/datasets/audio/deepship/test/0/0_104.wav,165.0,195.0,0,test,Cargo ship,deepship
0_104,12,/datasets/audio/deepship/test/0/0_104.wav,180.0,210.0,0,test,Cargo ship,deepship
0_104,13,/datasets/audio/deepship/test/0/0_104.wav,195.0,225.0,0,test,Cargo ship,deepship
0_104,14,/datasets/audio/deepship/test/0/0_104.wav,210.0,240.0,0,test,Cargo ship,deepship
0_104,15,/datasets/audio/deepship/test/0/0_104.wav,219.0,249.0,0,test,Cargo ship,deepship
0_18,0,/datasets/audio/deepship/test/0/0_18.wav,0.0,30.0,0,test,Cargo ship,deepship
0_18,1,/datasets/audio/deepship/test/0/0_18.wav,15.0,45.0,0,test,Cargo ship,deepship
0_18,2,/datasets/audio/deepship/test/0/0_18.wav,30.0,60.0,0,test,Cargo ship,deepship
0_18,3,/datasets/audio/deepship/test/0/0_18.wav,45.0,75.0,0,test,Cargo ship,deepship
0_18,4,/datasets/audio/deepship/test/0/0_18.wav,60.0,90.0,0,test,Cargo ship,deepship
0_18,5,/datasets/audio/deepship/test/0/0_18.wav,75.0,105.0,0,test,Cargo ship,deepship
0_18,6,/datasets/audio/deepship/test/0/0_18.wav,90.0,120.0,0,test,Cargo ship,deepship
0_18,7,/datasets/audio/deepship/test/0/0_18.wav,105.0,135.0,0,test,Cargo ship,deepship
0_18,8,/datasets/audio/deepship/test/0/0_18.wav,120.0,150.0,0,test,Cargo ship,deepship
0_18,9,/datasets/audio/deepship/test/0/0_18.wav,135.0,165.0,0,test,Cargo ship,deepship
0_18,10,/datasets/audio/deepship/test/0/0_18.wav,150.0,180.0,0,test,Cargo ship,deepship
0_18,11,/datasets/audio/deepship/test/0/0_18.wav,165.0,195.0,0,test,Cargo ship,deepship
0_18,12,/datasets/audio/deepship/test/0/0_18.wav,180.0,210.0,0,test,Cargo ship,deepship
0_18,13,/datasets/audio/deepship/test/0/0_18.wav,195.0,225.0,0,test,Cargo ship,deepship
0_18,14,/datasets/audio/deepship/test/0/0_18.wav,210.0,240.0,0,test,Cargo ship,deepship
0_18,15,/datasets/audio/deepship/test/0/0_18.wav,225.0,255.0,0,test,Cargo ship,deepship
0_18,16,/datasets/audio/deepship/test/0/0_18.wav,240.0,270.0,0,test,Cargo ship,deepship
0_18,17,/datasets/audio/deepship/test/0/0_18.wav,255.0,285.0,0,test,Cargo ship,deepship
0_18,18,/datasets/audio/deepship/test/0/0_18.wav,270.0,300.0,0,test,Cargo ship,deepship
0_18,19,/datasets/audio/deepship/test/0/0_18.wav,285.0,315.0,0,test,Cargo ship,deepship
0_18,20,/datasets/audio/deepship/test/0/0_18.wav,300.0,330.0,0,test,Cargo ship,deepship
0_18,21,/datasets/audio/deepship/test/0/0_18.wav,315.0,345.0,0,test,Cargo ship,deepship
0_18,22,/datasets/audio/deepship/test/0/0_18.wav,330.0,360.0,0,test,Cargo ship,deepship
0_18,23,/datasets/audio/deepship/test/0/0_18.wav,345.0,375.0,0,test,Cargo ship,deepship
0_18,24,/datasets/audio/deepship/test/0/0_18.wav,360.0,390.0,0,test,Cargo ship,deepship
0_18,25,/datasets/audio/deepship/test/0/0_18.wav,375.0,405.0,0,test,Cargo ship,deepship
0_18,26,/datasets/audio/deepship/test/0/0_18.wav,390.0,420.0,0,test,Cargo ship,deepship
0_18,27,/datasets/audio/deepship/test/0/0_18.wav,405.0,435.0,0,test,Cargo ship,deepship
0_18,28,/datasets/audio/deepship/test/0/0_18.wav,406.0,436.0,0,test,Cargo ship,deepship
0_2,0,/datasets/audio/deepship/test/0/0_2.wav,0.0,30.0,0,test,Cargo ship,deepship
0_2,1,/datasets/audio/deepship/test/0/0_2.wav,15.0,45.0,0,test,Cargo ship,deepship
0_2,2,/datasets/audio/deepship/test/0/0_2.wav,30.0,60.0,0,test,Cargo ship,deepship
0_2,3,/datasets/audio/deepship/test/0/0_2.wav,45.0,75.0,0,test,Cargo ship,deepship
0_2,4,/datasets/audio/deepship/test/0/0_2.wav,60.0,90.0,0,test,Cargo ship,deepship
0_2,5,/datasets/audio/deepship/test/0/0_2.wav,75.0,105.0,0,test,Cargo ship,deepship
0_2,6,/datasets/audio/deepship/test/0/0_2.wav,90.0,120.0,0,test,Cargo ship,deepship
0_2,7,/datasets/audio/deepship/test/0/0_2.wav,105.0,135.0,0,test,Cargo ship,deepship
0_2,8,/datasets/audio/deepship/test/0/0_2.wav,120.0,150.0,0,test,Cargo ship,deepship
0_2,9,/datasets/audio/deepship/test/0/0_2.wav,135.0,165.0,0,test,Cargo ship,deepship
0_2,10,/datasets/audio/deepship/test/0/0_2.wav,150.0,180.0,0,test,Cargo ship,deepship
0_2,11,/datasets/audio/deepship/test/0/0_2.wav,165.0,195.0,0,test,Cargo ship,deepship
0_2,12,/datasets/audio/deepship/test/0/0_2.wav,180.0,210.0,0,test,Cargo ship,deepship
0_2,13,/datasets/audio/deepship/test/0/0_2.wav,195.0,225.0,0,test,Cargo ship,deepship
0_2,14,/datasets/audio/deepship/test/0/0_2.wav,210.0,240.0,0,test,Cargo ship,deepship
0_2,15,/datasets/audio/deepship/test/0/0_2.wav,225.0,255.0,0,test,Cargo ship,deepship
0_2,16,/datasets/audio/deepship/test/0/0_2.wav,240.0,270.0,0,test,Cargo ship,deepship
0_2,17,/datasets/audio/deepship/test/0/0_2.wav,255.0,285.0,0,test,Cargo ship,deepship
0_2,18,/datasets/audio/deepship/test/0/0_2.wav,270.0,300.0,0,test,Cargo ship,deepship
0_2,19,/datasets/audio/deepship/test/0/0_2.wav,285.0,315.0,0,test,Cargo ship,deepship
0_2,20,/datasets/audio/deepship/test/0/0_2.wav,300.0,330.0,0,test,Cargo ship,deepship
0_2,21,/datasets/audio/deepship/test/0/0_2.wav,315.0,345.0,0,test,Cargo ship,deepship
0_2,22,/datasets/audio/deepship/test/0/0_2.wav,330.0,360.0,0,test,Cargo ship,deepship
0_2,23,/datasets/audio/deepship/test/0/0_2.wav,345.0,375.0,0,test,Cargo ship,deepship
0_2,24,/datasets/audio/deepship/test/0/0_2.wav,360.0,390.0,0,test,Cargo ship,deepship
0_2,25,/datasets/audio/deepship/test/0/0_2.wav,375.0,405.0,0,test,Cargo ship,deepship
0_2,26,/datasets/audio/deepship/test/0/0_2.wav,390.0,420.0,0,test,Cargo ship,deepship
0_2,27,/datasets/audio/deepship/test/0/0_2.wav,405.0,435.0,0,test,Cargo ship,deepship
0_2,28,/datasets/audio/deepship/test/0/0_2.wav,410.0,440.0,0,test,Cargo ship,deepship
0_30,0,/datasets/audio/deepship/test/0/0_30.wav,0.0,30.0,0,test,Cargo ship,deepship
0_30,1,/datasets/audio/deepship/test/0/0_30.wav,15.0,45.0,0,test,Cargo ship,deepship
0_30,2,/datasets/audio/deepship/test/0/0_30.wav,30.0,60.0,0,test,Cargo ship,deepship
0_30,3,/datasets/audio/deepship/test/0/0_30.wav,45.0,75.0,0,test,Cargo ship,deepship
0_30,4,/datasets/audio/deepship/test/0/0_30.wav,60.0,90.0,0,test,Cargo ship,deepship
0_30,5,/datasets/audio/deepship/test/0/0_30.wav,75.0,105.0,0,test,Cargo ship,deepship
0_30,6,/datasets/audio/deepship/test/0/0_30.wav,90.0,120.0,0,test,Cargo ship,deepship
0_30,7,/datasets/audio/deepship/test/0/0_30.wav,105.0,135.0,0,test,Cargo ship,deepship
0_30,8,/datasets/audio/deepship/test/0/0_30.wav,120.0,150.0,0,test,Cargo ship,deepship
0_30,9,/datasets/audio/deepship/test/0/0_30.wav,135.0,165.0,0,test,Cargo ship,deepship
0_30,10,/datasets/audio/deepship/test/0/0_30.wav,150.0,180.0,0,test,Cargo ship,deepship
0_30,11,/datasets/audio/deepship/test/0/0_30.wav,165.0,195.0,0,test,Cargo ship,deepship
0_30,12,/datasets/audio/deepship/test/0/0_30.wav,180.0,210.0,0,test,Cargo ship,deepship
0_30,13,/datasets/audio/deepship/test/0/0_30.wav,195.0,225.0,0,test,Cargo ship,deepship
0_30,14,/datasets/audio/deepship/test/0/0_30.wav,210.0,240.0,0,test,Cargo ship,deepship
0_30,15,/datasets/audio/deepship/test/0/0_30.wav,225.0,255.0,0,test,Cargo ship,deepship
0_30,16,/datasets/audio/deepship/test/0/0_30.wav,240.0,270.0,0,test,Cargo ship,deepship
0_30,17,/datasets/audio/deepship/test/0/0_30.wav,255.0,285.0,0,test,Cargo ship,deepship
0_30,18,/datasets/audio/deepship/test/0/0_30.wav,270.0,300.0,0,test,Cargo ship,deepship
0_30,19,/datasets/audio/deepship/test/0/0_30.wav,285.0,315.0,0,test,Cargo ship,deepship
0_30,20,/datasets/audio/deepship/test/0/0_30.wav,294.0,324.0,0,test,Cargo ship,deepship
0_32,0,/datasets/audio/deepship/test/0/0_32.wav,0.0,30.0,0,test,Cargo ship,deepship
0_32,1,/datasets/audio/deepship/test/0/0_32.wav,15.0,45.0,0,test,Cargo ship,deepship
0_32,2,/datasets/audio/deepship/test/0/0_32.wav,30.0,60.0,0,test,Cargo ship,deepship
0_32,3,/datasets/audio/deepship/test/0/0_32.wav,45.0,75.0,0,test,Cargo ship,deepship
0_32,4,/datasets/audio/deepship/test/0/0_32.wav,60.0,90.0,0,test,Cargo ship,deepship
0_32,5,/datasets/audio/deepship/test/0/0_32.wav,75.0,105.0,0,test,Cargo ship,deepship
0_32,6,/datasets/audio/deepship/test/0/0_32.wav,90.0,120.0,0,test,Cargo ship,deepship
0_32,7,/datasets/audio/deepship/test/0/0_32.wav,105.0,135.0,0,test,Cargo ship,deepship
0_32,8,/datasets/audio/deepship/test/0/0_32.wav,120.0,150.0,0,test,Cargo ship,deepship
0_32,9,/datasets/audio/deepship/test/0/0_32.wav,135.0,165.0,0,test,Cargo ship,deepship
0_32,10,/datasets/audio/deepship/test/0/0_32.wav,150.0,180.0,0,test,Cargo ship,deepship
0_32,11,/datasets/audio/deepship/test/0/0_32.wav,165.0,195.0,0,test,Cargo ship,deepship
0_32,12,/datasets/audio/deepship/test/0/0_32.wav,180.0,210.0,0,test,Cargo ship,deepship
0_32,13,/datasets/audio/deepship/test/0/0_32.wav,195.0,225.0,0,test,Cargo ship,deepship
0_32,14,/datasets/audio/deepship/test/0/0_32.wav,210.0,240.0,0,test,Cargo ship,deepship
0_32,15,/datasets/audio/deepship/test/0/0_32.wav,225.0,255.0,0,test,Cargo ship,deepship
0_32,16,/datasets/audio/deepship/test/0/0_32.wav,240.0,270.0,0,test,Cargo ship,deepship
0_32,17,/datasets/audio/deepship/test/0/0_32.wav,255.0,285.0,0,test,Cargo ship,deepship
0_32,18,/datasets/audio/deepship/test/0/0_32.wav,270.0,300.0,0,test,Cargo ship,deepship
0_32,19,/datasets/audio/deepship/test/0/0_32.wav,285.0,315.0,0,test,Cargo ship,deepship
0_32,20,/datasets/audio/deepship/test/0/0_32.wav,300.0,330.0,0,test,Cargo ship,deepship
0_32,21,/datasets/audio/deepship/test/0/0_32.wav,315.0,345.0,0,test,Cargo ship,deepship
0_32,22,/datasets/audio/deepship/test/0/0_32.wav,330.0,360.0,0,test,Cargo ship,deepship
0_32,23,/datasets/audio/deepship/test/0/0_32.wav,345.0,375.0,0,test,Cargo ship,deepship
0_32,24,/datasets/audio/deepship/test/0/0_32.wav,360.0,390.0,0,test,Cargo ship,deepship
0_32,25,/datasets/audio/deepship/test/0/0_32.wav,375.0,405.0,0,test,Cargo ship,deepship
0_32,26,/datasets/audio/deepship/test/0/0_32.wav,390.0,420.0,0,test,Cargo ship,deepship
0_32,27,/datasets/audio/deepship/test/0/0_32.wav,405.0,435.0,0,test,Cargo ship,deepship
0_32,28,/datasets/audio/deepship/test/0/0_32.wav,420.0,450.0,0,test,Cargo ship,deepship
0_32,29,/datasets/audio/deepship/test/0/0_32.wav,435.0,465.0,0,test,Cargo ship,deepship
0_32,30,/datasets/audio/deepship/test/0/0_32.wav,450.0,480.0,0,test,Cargo ship,deepship
0_32,31,/datasets/audio/deepship/test/0/0_32.wav,465.0,495.0,0,test,Cargo ship,deepship
0_32,32,/datasets/audio/deepship/test/0/0_32.wav,480.0,510.0,0,test,Cargo ship,deepship
0_32,33,/datasets/audio/deepship/test/0/0_32.wav,495.0,525.0,0,test,Cargo ship,deepship
0_32,34,/datasets/audio/deepship/test/0/0_32.wav,510.0,540.0,0,test,Cargo ship,deepship
0_32,35,/datasets/audio/deepship/test/0/0_32.wav,525.0,555.0,0,test,Cargo ship,deepship
0_32,36,/datasets/audio/deepship/test/0/0_32.wav,540.0,570.0,0,test,Cargo ship,deepship
0_32,37,/datasets/audio/deepship/test/0/0_32.wav,555.0,585.0,0,test,Cargo ship,deepship
0_32,38,/datasets/audio/deepship/test/0/0_32.wav,570.0,600.0,0,test,Cargo ship,deepship
0_32,39,/datasets/audio/deepship/test/0/0_32.wav,585.0,615.0,0,test,Cargo ship,deepship
0_32,40,/datasets/audio/deepship/test/0/0_32.wav,600.0,630.0,0,test,Cargo ship,deepship
0_32,41,/datasets/audio/deepship/test/0/0_32.wav,615.0,645.0,0,test,Cargo ship,deepship
0_32,42,/datasets/audio/deepship/test/0/0_32.wav,630.0,660.0,0,test,Cargo ship,deepship
0_32,43,/datasets/audio/deepship/test/0/0_32.wav,645.0,675.0,0,test,Cargo ship,deepship
0_32,44,/datasets/audio/deepship/test/0/0_32.wav,660.0,690.0,0,test,Cargo ship,deepship
0_32,45,/datasets/audio/deepship/test/0/0_32.wav,675.0,705.0,0,test,Cargo ship,deepship
0_32,46,/datasets/audio/deepship/test/0/0_32.wav,690.0,720.0,0,test,Cargo ship,deepship
0_32,47,/datasets/audio/deepship/test/0/0_32.wav,705.0,735.0,0,test,Cargo ship,deepship
0_32,48,/datasets/audio/deepship/test/0/0_32.wav,706.0,736.0,0,test,Cargo ship,deepship
0_35,0,/datasets/audio/deepship/test/0/0_35.wav,0.0,30.0,0,test,Cargo ship,deepship
0_35,1,/datasets/audio/deepship/test/0/0_35.wav,15.0,45.0,0,test,Cargo ship,deepship
0_35,2,/datasets/audio/deepship/test/0/0_35.wav,30.0,60.0,0,test,Cargo ship,deepship
0_35,3,/datasets/audio/deepship/test/0/0_35.wav,45.0,75.0,0,test,Cargo ship,deepship
0_35,4,/datasets/audio/deepship/test/0/0_35.wav,60.0,90.0,0,test,Cargo ship,deepship
0_35,5,/datasets/audio/deepship/test/0/0_35.wav,75.0,105.0,0,test,Cargo ship,deepship
0_35,6,/datasets/audio/deepship/test/0/0_35.wav,90.0,120.0,0,test,Cargo ship,deepship
0_35,7,/datasets/audio/deepship/test/0/0_35.wav,105.0,135.0,0,test,Cargo ship,deepship
0_35,8,/datasets/audio/deepship/test/0/0_35.wav,120.0,150.0,0,test,Cargo ship,deepship
0_35,9,/datasets/audio/deepship/test/0/0_35.wav,135.0,165.0,0,test,Cargo ship,deepship
0_35,10,/datasets/audio/deepship/test/0/0_35.wav,150.0,180.0,0,test,Cargo ship,deepship
0_35,11,/datasets/audio/deepship/test/0/0_35.wav,165.0,195.0,0,test,Cargo ship,deepship
0_35,12,/datasets/audio/deepship/test/0/0_35.wav,180.0,210.0,0,test,Cargo ship,deepship
0_35,13,/datasets/audio/deepship/test/0/0_35.wav,195.0,225.0,0,test,Cargo ship,deepship
0_35,14,/datasets/audio/deepship/test/0/0_35.wav,210.0,240.0,0,test,Cargo ship,deepship
0_35,15,/datasets/audio/deepship/test/0/0_35.wav,225.0,255.0,0,test,Cargo ship,deepship
0_35,16,/datasets/audio/deepship/test/0/0_35.wav,240.0,270.0,0,test,Cargo ship,deepship
0_35,17,/datasets/audio/deepship/test/0/0_35.wav,255.0,285.0,0,test,Cargo ship,deepship
0_35,18,/datasets/audio/deepship/test/0/0_35.wav,270.0,300.0,0,test,Cargo ship,deepship
0_35,19,/datasets/audio/deepship/test/0/0_35.wav,273.0,303.0,0,test,Cargo ship,deepship
0_4,0,/datasets/audio/deepship/test/0/0_4.wav,0.0,30.0,0,test,Cargo ship,deepship
0_4,1,/datasets/audio/deepship/test/0/0_4.wav,15.0,45.0,0,test,Cargo ship,deepship
0_4,2,/datasets/audio/deepship/test/0/0_4.wav,30.0,60.0,0,test,Cargo ship,deepship
0_4,3,/datasets/audio/deepship/test/0/0_4.wav,45.0,75.0,0,test,Cargo ship,deepship
0_4,4,/datasets/audio/deepship/test/0/0_4.wav,60.0,90.0,0,test,Cargo ship,deepship
0_4,5,/datasets/audio/deepship/test/0/0_4.wav,75.0,105.0,0,test,Cargo ship,deepship
0_4,6,/datasets/audio/deepship/test/0/0_4.wav,90.0,120.0,0,test,Cargo ship,deepship
0_4,7,/datasets/audio/deepship/test/0/0_4.wav,105.0,135.0,0,test,Cargo ship,deepship
0_4,8,/datasets/audio/deepship/test/0/0_4.wav,120.0,150.0,0,test,Cargo ship,deepship
0_4,9,/datasets/audio/deepship/test/0/0_4.wav,135.0,165.0,0,test,Cargo ship,deepship
0_4,10,/datasets/audio/deepship/test/0/0_4.wav,150.0,180.0,0,test,Cargo ship,deepship
0_4,11,/datasets/audio/deepship/test/0/0_4.wav,165.0,195.0,0,test,Cargo ship,deepship
0_4,12,/datasets/audio/deepship/test/0/0_4.wav,180.0,210.0,0,test,Cargo ship,deepship
0_4,13,/datasets/audio/deepship/test/0/0_4.wav,195.0,225.0,0,test,Cargo ship,deepship
0_4,14,/datasets/audio/deepship/test/0/0_4.wav,210.0,240.0,0,test,Cargo ship,deepship
0_4,15,/datasets/audio/deepship/test/0/0_4.wav,225.0,255.0,0,test,Cargo ship,deepship
0_4,16,/datasets/audio/deepship/test/0/0_4.wav,240.0,270.0,0,test,Cargo ship,deepship
0_4,17,/datasets/audio/deepship/test/0/0_4.wav,255.0,285.0,0,test,Cargo ship,deepship
0_4,18,/datasets/audio/deepship/test/0/0_4.wav,270.0,300.0,0,test,Cargo ship,deepship
0_4,19,/datasets/audio/deepship/test/0/0_4.wav,285.0,315.0,0,test,Cargo ship,deepship
0_4,20,/datasets/audio/deepship/test/0/0_4.wav,298.0,328.0,0,test,Cargo ship,deepship
0_40,0,/datasets/audio/deepship/test/0/0_40.wav,0.0,30.0,0,test,Cargo ship,deepship
0_40,1,/datasets/audio/deepship/test/0/0_40.wav,15.0,45.0,0,test,Cargo ship,deepship
0_40,2,/datasets/audio/deepship/test/0/0_40.wav,30.0,60.0,0,test,Cargo ship,deepship
0_40,3,/datasets/audio/deepship/test/0/0_40.wav,45.0,75.0,0,test,Cargo ship,deepship
0_40,4,/datasets/audio/deepship/test/0/0_40.wav,60.0,90.0,0,test,Cargo ship,deepship
0_40,5,/datasets/audio/deepship/test/0/0_40.wav,75.0,105.0,0,test,Cargo ship,deepship
0_40,6,/datasets/audio/deepship/test/0/0_40.wav,90.0,120.0,0,test,Cargo ship,deepship
0_40,7,/datasets/audio/deepship/test/0/0_40.wav,105.0,135.0,0,test,Cargo ship,deepship
0_40,8,/datasets/audio/deepship/test/0/0_40.wav,120.0,150.0,0,test,Cargo ship,deepship
0_40,9,/datasets/audio/deepship/test/0/0_40.wav,135.0,165.0,0,test,Cargo ship,deepship
0_40,10,/datasets/audio/deepship/test/0/0_40.wav,150.0,180.0,0,test,Cargo ship,deepship
0_40,11,/datasets/audio/deepship/test/0/0_40.wav,165.0,195.0,0,test,Cargo ship,deepship
0_40,12,/datasets/audio/deepship/test/0/0_40.wav,180.0,210.0,0,test,Cargo ship,deepship
0_40,13,/datasets/audio/deepship/test/0/0_40.wav,195.0,225.0,0,test,Cargo ship,deepship
0_40,14,/datasets/audio/deepship/test/0/0_40.wav,210.0,240.0,0,test,Cargo ship,deepship
0_40,15,/datasets/audio/deepship/test/0/0_40.wav,225.0,255.0,0,test,Cargo ship,deepship
0_40,16,/datasets/audio/deepship/test/0/0_40.wav,240.0,270.0,0,test,Cargo ship,deepship
0_40,17,/datasets/audio/deepship/test/0/0_40.wav,255.0,285.0,0,test,Cargo ship,deepship
0_40,18,/datasets/audio/deepship/test/0/0_40.wav,270.0,300.0,0,test,Cargo ship,deepship
0_40,19,/datasets/audio/deepship/test/0/0_40.wav,285.0,315.0,0,test,Cargo ship,deepship
0_40,20,/datasets/audio/deepship/test/0/0_40.wav,300.0,330.0,0,test,Cargo ship,deepship
0_40,21,/datasets/audio/deepship/test/0/0_40.wav,315.0,345.0,0,test,Cargo ship,deepship
0_40,22,/datasets/audio/deepship/test/0/0_40.wav,330.0,360.0,0,test,Cargo ship,deepship
0_40,23,/datasets/audio/deepship/test/0/0_40.wav,345.0,375.0,0,test,Cargo ship,deepship
0_40,24,/datasets/audio/deepship/test/0/0_40.wav,360.0,390.0,0,test,Cargo ship,deepship
0_40,25,/datasets/audio/deepship/test/0/0_40.wav,375.0,405.0,0,test,Cargo ship,deepship
0_40,26,/datasets/audio/deepship/test/0/0_40.wav,390.0,420.0,0,test,Cargo ship,deepship
0_40,27,/datasets/audio/deepship/test/0/0_40.wav,405.0,435.0,0,test,Cargo ship,deepship
0_40,28,/datasets/audio/deepship/test/0/0_40.wav,420.0,450.0,0,test,Cargo ship,deepship
0_40,29,/datasets/audio/deepship/test/0/0_40.wav,435.0,465.0,0,test,Cargo ship,deepship
